commodity,state,market,arrival_date,modal_price,price,min_price,max_price,date,price_7day_avg,price_30day_avg,price_change_pct,month,quarter,day_of_year,week_of_year,volatility,price_vs_7day_avg,price_vs_30day_avg,trend
Cotton,Punjab,Mandi,2025-06-12,4748.38,4748.38,4273.54,5223.21,2025-06-12,4768.697142857142,4896.0427272727275,-13.962257313438242,6,2,163,24,538.9509206985532,-0.4260522790291799,-3.015960756432794,Falling
Cotton,Tamil Nadu,Mandi,2025-06-13,3688.02,3688.02,3319.22,4056.83,2025-06-13,4725.877142857143,4795.3741666666665,-22.33098446206917,6,2,164,24,621.0248091729777,-21.96115369663802,-23.092132713314513,Falling
Cotton,Karnataka,Mandi,2025-06-15,4307.43,4307.43,3876.69,4738.18,2025-06-15,4700.148571428572,4757.84,16.795190915450586,6,2,166,24,609.7926479413584,-8.355450162061748,-9.46669076723891,Rising
Cotton,Karnataka,Agricultural Market,2025-06-17,5764.93,5764.93,5188.43,6341.42,2025-06-17,4775.671428571428,4829.775000000001,33.836881852984256,6,2,168,25,644.739072490689,20.714544252565855,19.362289133551762,Rising
Cotton,Haryana,APMC Market,2025-06-18,4548.61,4548.61,4093.75,5003.47,2025-06-18,4757.900000000001,4811.0306666666675,-21.098608309207577,6,2,169,25,625.5131400637249,-4.39878938187017,-5.454562334945299,Falling
Cotton,Tamil Nadu,Mandi,2025-06-20,4413.91,4413.91,3972.52,4855.3,2025-06-20,4712.89,4786.210625,-2.961344234832175,6,2,171,25,612.40411003921,-6.3438781724165105,-7.778609304307412,Falling
Cotton,Maharashtra,Agricultural Market,2025-06-21,5680.49,5680.49,5112.44,6248.54,2025-06-21,4735.967142857143,4838.815294117647,28.69519315074389,6,2,172,25,631.3811368650244,19.943610853960433,17.394230916512623,Rising
Cotton,Uttar Pradesh,Wholesale Market,2025-06-22,5108.69,5108.69,4597.82,5619.56,2025-06-22,4787.4400000000005,4853.808333333333,-10.066033035882471,6,2,173,25,615.8237121053204,6.710266864963301,5.25116875580514,Falling
Cotton,Punjab,APMC Market,2025-06-23,3820.87,3820.87,3438.79,4202.96,2025-06-23,4806.418571428571,4799.443157894737,-25.208419379527825,6,2,174,26,643.6815155118998,-20.5048427801752,-20.38930612783808,Falling
Cotton,Maharashtra,APMC Market,2025-06-25,5231.29,5231.29,4708.16,5754.41,2025-06-25,4938.398571428571,4821.0355,36.913582508695676,6,2,176,26,633.9115491884288,5.930898940923312,8.509675981435938,Rising
Cotton,Karnataka,Agricultural Market,2025-06-28,4947.35,4947.35,4452.61,5442.08,2025-06-28,4821.601428571428,4827.050476190476,-5.427724328033801,6,2,179,26,618.4750910867486,2.608025015992035,2.4921952733435124,Falling
Cotton,Punjab,Mandi,2025-06-29,4369.65,4369.65,3932.69,4806.62,2025-06-29,4796.035714285715,4806.259545454545,-11.676958371653523,6,2,180,26,611.39708007058,-8.890378214150093,-9.084185764946117,Falling
Cotton,Uttar Pradesh,Agricultural Market,2025-06-30,3511.45,3511.45,3160.31,3862.6,2025-06-30,4667.112857142857,4749.96347826087,-19.640016934994787,6,2,181,27,655.5210714913519,-24.761836546852617,-26.07416844211893,Falling
Cotton,Tamil Nadu,Agricultural Market,2025-06-30,4304.23,4304.23,3873.8,4734.65,2025-06-30,4470.504285714285,4731.39125,22.576998106195447,6,2,181,27,647.536244527386,-3.719363076009642,-9.028237730287051,Rising
Cotton,Karnataka,APMC Market,2025-06-30,5727.75,5727.75,5154.98,6300.53,2025-06-30,4558.941428571428,4771.2456,33.07258208785313,6,2,181,27,664.4858554995735,25.63771853052354,20.047268159911948,Rising
Cotton,Karnataka,Mandi,2025-07-02,5807.79,5807.79,5227.02,6388.57,2025-07-02,4842.787142857143,4811.112692307692,1.397407358910563,7,3,183,27,682.0585058105072,19.926600708977784,20.716149702455695,Stable
Cotton,Haryana,Agricultural Market,2025-07-05,4750.76,4750.76,4275.69,5225.84,2025-07-05,4774.139999999999,4808.877407407407,-18.200210407056726,7,3,186,27,668.9142372220857,-0.48972170904077394,-1.2085441670416714,Falling
Cotton,Punjab,APMC Market,2025-07-08,4457.11,4457.11,4011.4,4902.82,2025-07-08,4704.105714285714,4796.314285714286,-6.181116284552379,7,3,189,28,659.7677393762848,-5.250641233159857,-7.072186381209387,Falling
Cotton,Haryana,APMC Market,2025-07-08,4144.92,4144.92,3730.43,4559.42,2025-07-08,4672.001428571429,4773.852413793104,-7.004314454882188,7,3,189,28,659.0742064314545,-11.281705209850415,-13.174525713780499,Falling
Cotton,Uttar Pradesh,APMC Market,2025-07-09,3624.25,3624.25,3261.82,3986.67,2025-07-09,4688.115714285714,4735.532333333334,-12.561641720467465,7,3,190,28,680.7738882593452,-22.692821148673488,-23.466893584719834,Falling
Cotton,Maharashtra,Wholesale Market,2025-07-09,4482.83,4482.83,4034.54,4931.11,2025-07-09,4713.629999999999,4734.886666666666,23.689866869007382,7,3,190,28,681.0119626795436,-4.89643862585734,-5.32339387215181,Rising
Cotton,Haryana,Mandi,2025-07-11,3783.93,3783.93,3405.54,4162.32,2025-07-11,4435.941428571428,4666.291,-15.590597903556457,7,3,192,28,669.2106002177443,-14.69837776423043,-18.90925790954744,Falling
Cotton,Punjab,Agricultural Market,2025-07-12,4930.6,4930.6,4437.54,5423.66,2025-07-12,4310.628571428571,4672.388333333333,30.303678979262315,7,3,193,28,670.8091292794941,14.382390370645325,5.526331465742189,Rising
Cotton,Punjab,Mandi,2025-07-14,4383.6,4383.6,3945.24,4821.96,2025-07-14,4258.177142857143,4639.044666666667,-11.0939845049284,7,3,195,29,658.9789219052478,2.9454588885116593,-5.506406707013088,Falling
Cotton,Haryana,APMC Market,2025-07-15,5841.77,5841.77,5257.59,6425.94,2025-07-15,4455.9857142857145,4700.845,33.26421206314445,7,3,196,29,682.3170827345448,31.09938798213639,24.27063644940431,Rising
Cotton,Uttar Pradesh,APMC Market,2025-07-17,4326.94,4326.94,3894.24,4759.63,2025-07-17,4481.988571428572,4695.491999999999,-25.931010635475214,7,3,198,29,684.6741853354981,-3.45937007552772,-7.8490603327617166,Falling
Cotton,Uttar Pradesh,Wholesale Market,2025-07-19,5688.14,5688.14,5119.32,6256.95,2025-07-19,4776.83,4710.5543333333335,31.458721405889634,7,3,200,29,701.738885811443,19.077714718757008,20.75309183356552,Rising
Cotton,Uttar Pradesh,Agricultural Market,2025-07-20,3699.68,3699.68,3329.71,4069.64,2025-07-20,4664.951428571429,4678.11,-34.95800033051226,7,3,201,29,725.6284968979273,-20.69199311828695,-20.915070402363344,Falling
Cotton,Haryana,APMC Market,2025-07-22,5827.46,5827.46,5244.72,6410.21,2025-07-22,4956.884285714286,4714.725999999999,57.51254162522166,7,3,203,30,755.3889263547029,17.562962217913945,23.601244271671387,Rising
Cotton,Tamil Nadu,Agricultural Market,2025-07-23,5763.96,5763.96,5187.56,6340.35,2025-07-23,5075.935714285714,4722.893,-1.0896685691536234,7,3,204,30,765.6386835710074,13.554629617902963,22.042993563478994,Stable
Cotton,Maharashtra,Wholesale Market,2025-07-25,5035.6,5035.6,4532.04,5539.16,2025-07-25,5169.078571428572,4732.467000000001,-12.636451328600472,7,3,206,30,767.7612204241901,-2.5822507741777745,6.405390676786542,Falling
Cotton,Maharashtra,APMC Market,2025-07-26,3703.63,3703.63,3333.27,4073.99,2025-07-26,4863.629999999999,4732.9873333333335,-26.451068393041545,7,3,207,30,767.0339058815812,-23.850498495979323,-21.748575705745253,Falling
Cotton,Karnataka,Agricultural Market,2025-07-26,4704.96,4704.96,4234.46,5175.45,2025-07-26,4917.632857142858,4746.238333333333,27.036448025315707,7,3,207,30,762.8510088142053,-4.324699775705102,-0.8697062902094623,Rising
Cotton,Karnataka,Mandi,2025-07-28,4943.14,4943.14,4448.82,5437.45,2025-07-28,4811.204285714286,4718.845333333333,5.062317214173984,7,3,209,31,739.4041041771563,2.742259659966335,4.753168430469168,Rising
Cotton,Karnataka,Mandi,2025-07-29,5611.36,5611.36,5050.22,6172.49,2025-07-29,5084.301428571429,4754.270333333334,13.51812815336,7,3,210,31,756.2336094934365,10.366391112587163,18.027785686846702,Rising
Cotton,Uttar Pradesh,APMC Market,2025-07-29,5800.45,5800.45,5220.41,6380.5,2025-07-29,5080.442857142857,4800.488333333333,3.369771321034465,7,3,210,31,776.8049620836726,14.172133475428181,20.83041551675473,Rising
Cotton,Uttar Pradesh,Wholesale Market,2025-07-31,3950.83,3950.83,3555.75,4345.92,2025-07-31,4821.424285714286,4742.8330000000005,-31.887525967812845,7,3,212,31,773.419294557705,-18.0567864208472,-16.69894343739281,Falling
Cotton,Punjab,Mandi,2025-08-01,5083.72,5083.72,4575.35,5592.09,2025-08-01,4828.2985714285705,4742.000666666668,28.674734169782056,8,3,213,31,773.0253278980929,5.290091836550551,7.206227020072101,Rising
Cotton,Uttar Pradesh,Mandi,2025-08-02,4092.09,4092.09,3682.88,4501.29,2025-08-02,4883.792857142857,4751.041333333333,-19.505991675387314,8,3,214,31,763.4072156332553,-16.210819752212494,-13.869619039306736,Falling
Cotton,Haryana,Agricultural Market,2025-08-03,3937.81,3937.81,3544.03,4331.59,2025-08-03,4774.2,4707.925333333334,-3.770200557661252,8,3,215,31,771.828627252473,-17.518956055464788,-16.35784934567074,Falling
Cotton,Maharashtra,Wholesale Market,2025-08-05,5368.78,5368.78,4831.91,5905.66,2025-08-05,4835.005714285714,4721.973,36.33923424441503,8,3,217,32,780.1270470544283,11.039786036595023,13.697812333954468,Rising
Cotton,Uttar Pradesh,APMC Market,2025-08-06,4748.54,4748.54,4273.69,5223.4,2025-08-06,4711.745714285715,4734.602666666668,-11.552717749656338,8,3,218,32,777.2883264712689,0.7809055909517211,0.294371762839917,Falling
Cotton,Haryana,Wholesale Market,2025-08-07,5374.54,5374.54,4837.08,5911.99,2025-08-07,4650.901428571428,4796.705666666666,13.182999406133256,8,3,219,32,750.1459857446754,15.559103596199941,12.046483013307,Rising
Cotton,Maharashtra,APMC Market,2025-08-08,4337.42,4337.42,3903.68,4771.16,2025-08-08,4706.128571428571,4797.812000000001,-19.29690727020359,8,3,220,32,749.4187476391978,-7.834647222922084,-9.595874119286055,Falling
Cotton,Tamil Nadu,APMC Market,2025-08-10,4804.4,4804.4,4323.96,5284.84,2025-08-10,4666.225714285714,4767.033666666667,10.766308081762887,8,3,222,32,728.5806907220287,2.961157350174101,0.7838487400375497,Rising
Cotton,Karnataka,Mandi,2025-08-12,5356.34,5356.34,4820.7,5891.97,2025-08-12,4846.832857142857,4751.985333333333,11.488219132461918,8,3,224,33,710.7882827257565,10.512166560608206,12.71794048747065,Rising
Cotton,Haryana,Mandi,2025-08-12,4523.44,4523.44,4071.1,4975.78,2025-08-12,4930.494285714286,4744.407999999999,-15.549797062919835,8,3,224,33,712.0124100884759,-8.25585148518869,-4.65744092835186,Falling
Cotton,Tamil Nadu,Agricultural Market,2025-08-13,4362.96,4362.96,3926.66,4799.25,2025-08-13,4786.805714285714,4741.269666666666,-3.547742426118161,8,3,225,33,713.5282768312803,-8.854458266831085,-7.979079302878704,Falling
Cotton,Maharashtra,APMC Market,2025-08-19,4675.73,4675.73,4208.16,5143.3,2025-08-19,4776.404285714286,4758.963333333333,7.16875699066688,8,3,231,34,704.7578699164667,-2.107742135970196,-1.7489803451592099,Rising
Cotton,Karnataka,Mandi,2025-08-19,5583.15,5583.15,5024.84,6141.47,2025-08-19,4806.205714285715,4824.259999999999,19.407023074471795,8,3,231,34,686.5110611008341,16.165439681554542,15.730702739902085,Rising
Cotton,Haryana,Wholesale Market,2025-08-19,5326.01,5326.01,4793.41,5858.61,2025-08-19,4947.432857142857,4852.366,-4.605643767407274,8,3,231,34,689.3051442280918,7.651991523453877,9.761093866373646,Falling
Cotton,Punjab,Wholesale Market,2025-08-19,4084.51,4084.51,3676.06,4492.96,2025-08-19,4844.591428571429,4862.385333333334,-23.310132725999388,8,3,231,34,675.2813363471928,-15.689278234874001,-15.997813418873424,Falling
Cotton,Uttar Pradesh,Agricultural Market,2025-08-19,3917.79,3917.79,3526.01,4309.57,2025-08-19,4639.084285714286,4828.625,-4.081762561482294,8,3,231,34,696.7301934912924,-15.548203940494423,-18.86323746408139,Falling
Cotton,Haryana,Mandi,2025-08-20,3963.66,3963.66,3567.3,4360.03,2025-08-20,4559.115714285715,4814.6269999999995,1.1708131369981611,8,3,232,34,710.0702926260188,-13.060772123416173,-17.674619446117003,Stable
Cotton,Punjab,APMC Market,2025-08-21,5158.93,5158.93,4643.04,5674.82,2025-08-21,4672.825714285714,4791.865666666666,30.155714667756573,8,3,233,34,686.5650196031281,10.402790847263438,7.660154913914212,Rising
Cotton,Haryana,Mandi,2025-08-22,5701.76,5701.76,5131.58,6271.94,2025-08-22,4819.401428571429,4837.693,10.522143157592744,8,3,234,34,700.2098637632715,18.30846806405418,17.86113752981018,Rising
Cotton,Maharashtra,Agricultural Market,2025-08-24,5599.86,5599.86,5039.87,6159.84,2025-08-24,4821.788571428572,4834.750333333333,-1.7871674710966512,8,3,236,34,696.6892248216874,16.136572913666868,15.825215655741195,Stable
Cotton,Punjab,Mandi,2025-08-25,3714.12,3714.12,3342.7,4085.53,2025-08-25,4591.518571428571,4835.2316666666675,-33.674770440689585,8,3,237,35,695.8824993814706,-19.10911516046822,-23.186307171080063,Falling
Cotton,Haryana,Wholesale Market,2025-08-27,3593.55,3593.55,3234.19,3952.9,2025-08-27,4521.381428571428,4760.767999999999,-3.2462602177635524,8,3,239,35,705.501345380569,-20.520972256582752,-24.517430801080817,Falling
Cotton,Punjab,Wholesale Market,2025-08-27,5817.0,5817.0,5235.3,6398.7,2025-08-27,4792.697142857142,4762.535999999999,61.873356430270896,8,3,239,35,708.1634911545058,21.372159070585976,22.140809014357078,Rising
Cotton,Karnataka,Agricultural Market,2025-08-27,4161.88,4161.88,3745.69,4578.07,2025-08-27,4821.0142857142855,4733.411999999999,-28.453154547017355,8,3,239,35,714.484329040279,-13.672108121883058,-12.074419044866563,Falling
Cotton,Maharashtra,Wholesale Market,2025-08-28,4257.85,4257.85,3832.07,4683.64,2025-08-28,4692.288571428571,4751.886,2.305929051294142,8,3,240,35,693.8055333453962,-9.258564660193217,-10.396629885481259,Rising
Cotton,Karnataka,Mandi,2025-08-28,4184.99,4184.99,3766.49,4603.49,2025-08-28,4475.607142857143,4734.553666666666,-1.7111922683983871,8,3,240,35,701.4707248517382,-6.493356847035928,-11.607507388412031,Stable
Cotton,Punjab,Wholesale Market,2025-08-29,5525.96,5525.96,4973.36,6078.55,2025-08-29,4465.05,4753.981,32.04237047161405,8,3,241,35,715.3795048896822,23.76031623386076,16.238579834458747,Rising
Cotton,Uttar Pradesh,Agricultural Market,2025-08-31,3681.75,3681.75,3313.58,4049.93,2025-08-31,4460.425714285715,4689.660666666666,-33.373567669689976,8,3,243,35,722.346145264755,-17.457430392614683,-21.492187565525338,Falling
Cotton,Uttar Pradesh,APMC Market,2025-09-03,5695.17,5695.17,5125.66,6264.69,2025-09-03,4760.657142857142,4686.151333333333,54.68649419433693,9,3,246,36,716.9995255023358,19.62991303721576,21.53192662578688,Rising
Cotton,Karnataka,Wholesale Market,2025-09-05,3510.85,3510.85,3159.76,3861.93,2025-09-05,4431.207142857143,4671.485333333333,-38.35390339533325,9,3,248,36,736.7857565769799,-20.769896626040303,-24.845102799566387,Falling
Cotton,Karnataka,Mandi,2025-09-05,4120.93,4120.93,3708.84,4533.02,2025-09-05,4425.357142857143,4639.392333333333,17.376988478573587,9,3,248,36,739.1751977696599,-6.879154224840608,-11.175220720357263,Rising
Cotton,Tamil Nadu,APMC Market,2025-09-06,5334.39,5334.39,4800.95,5867.83,2025-09-06,4579.148571428572,4680.802333333334,29.446265770105295,9,3,249,36,742.2486219435684,16.493053605723333,13.963154607326214,Rising
Cotton,Uttar Pradesh,Wholesale Market,2025-09-08,5290.93,5290.93,4761.84,5820.02,2025-09-08,4737.14,4725.906333333333,-0.8147135848709963,9,3,251,37,736.6336413221101,11.690387026771425,11.95587950360704,Stable
Cotton,Punjab,Mandi,2025-09-09,5266.28,5266.28,4739.65,5792.91,2025-09-09,4700.042857142857,4722.489666666666,-0.46589162963790454,9,3,252,37,733.7812194920195,12.04748892867237,11.51490784980719,Stable
Cotton,Punjab,Agricultural Market,2025-09-09,4095.47,4095.47,3685.92,4505.02,2025-09-09,4759.145714285715,4700.720666666666,-22.232201857857913,9,3,252,37,742.6158292560219,-13.945269889373927,-12.875699484944217,Falling
Cotton,Uttar Pradesh,Mandi,2025-09-10,4623.34,4623.34,4161.01,5085.68,2025-09-10,4606.027142857143,4675.680666666667,12.889118953380208,9,3,253,37,731.6965418567027,0.3758739713400321,-1.1194234678986548,Rising
Cotton,Haryana,Wholesale Market,2025-09-13,4271.71,4271.71,3844.54,4698.88,2025-09-13,4714.721428571429,4673.490333333333,-7.605540583214731,9,3,256,37,732.8414973215127,-9.396343671266754,-8.597007903657442,Falling
Cotton,Karnataka,Wholesale Market,2025-09-14,5285.21,5285.21,4756.69,5813.73,2025-09-14,4881.047142857143,4689.517333333334,23.72586154022629,9,3,257,37,741.0151660597606,8.280248998092626,12.702643456128232,Rising
Cotton,Tamil Nadu,Wholesale Market,2025-09-15,3772.55,3772.55,3395.3,4149.81,2025-09-15,4657.927142857143,4636.724333333334,-28.620622453980072,9,3,258,38,748.2523179852034,-19.007964609640887,-18.6376042914779,Falling
Cotton,Haryana,Agricultural Market,2025-09-15,4066.86,4066.86,3660.17,4473.55,2025-09-15,4483.0599999999995,4621.505,7.8013545214775215,9,3,258,38,755.2466503880794,-9.283837378933127,-12.001393485455495,Rising
Cotton,Haryana,APMC Market,2025-09-17,5075.82,5075.82,4568.24,5583.4,2025-09-17,4455.851428571428,4645.267000000001,24.809312344167232,9,3,260,38,758.0406960149486,13.913582653435485,9.26863837966685,Rising
Cotton,Maharashtra,Mandi,2025-09-17,4131.35,4131.35,3718.22,4544.49,2025-09-17,4460.977142857142,4627.121,-18.60723981543868,9,3,260,38,763.7802892389932,-7.389124227747644,-10.714459379817379,Falling
Cotton,Punjab,Agricultural Market,2025-09-17,4395.2,4395.2,3955.68,4834.72,2025-09-17,4428.385714285714,4587.522666666668,6.386532247328347,9,3,260,38,743.018184164789,-0.7493862645852897,-4.192298995361936,Rising
Cotton,Tamil Nadu,Mandi,2025-09-18,5746.98,5746.98,5172.28,6321.68,2025-09-18,4639.138571428571,4601.554999999999,30.7558245358573,9,3,261,38,761.1985832916221,23.880326304421676,24.89212885644093,Rising
Cotton,Haryana,APMC Market,2025-09-18,3531.59,3531.59,3178.43,3884.75,2025-09-18,4388.621428571429,4583.124333333332,-38.54876822261431,9,3,261,38,780.5960167129736,-19.528488444955865,-22.94361350150292,Falling
Cotton,Haryana,Agricultural Market,2025-09-23,4299.64,4299.64,3869.68,4729.61,2025-09-23,4463.92,4595.852666666668,21.747994529376278,9,3,266,39,772.4436677594097,-3.6801734798114607,-6.44521676717517,Rising
Cotton,Maharashtra,APMC Market,2025-09-23,4780.06,4780.06,4302.06,5258.07,2025-09-23,4565.805714285714,4623.066000000001,11.173493594812589,9,3,266,39,763.7352670178958,4.692584378785917,3.395884895435187,Rising
Cotton,Uttar Pradesh,Mandi,2025-09-23,5102.92,5102.92,4592.63,5613.21,2025-09-23,4569.677142857143,4621.199,6.754308523323971,9,3,266,39,762.4475165356495,11.669158246253097,10.42415615514503,Rising
Cotton,Uttar Pradesh,Agricultural Market,2025-09-27,3734.37,3734.37,3360.93,4107.8,2025-09-27,4512.965714285714,4555.619333333334,-26.818958557061446,9,3,270,39,750.822378296801,-17.252418112131522,-18.02717200983578,Falling
Cotton,Karnataka,Wholesale Market,2025-09-27,4383.31,4383.31,3944.98,4821.64,2025-09-27,4511.267142857143,4515.067666666667,17.377496070287645,9,3,270,39,724.8831505154915,-2.836390282489519,-2.918177010709985,Rising
Cotton,Haryana,Wholesale Market,2025-09-29,4664.03,4664.03,4197.62,5130.43,2025-09-29,4356.56,4546.731333333333,6.404292646424725,9,3,272,40,709.2688526184644,7.057632627577706,2.5798460051227994,Rising
Cotton,Haryana,Mandi,2025-10-01,5786.8,5786.8,5208.12,6365.48,2025-10-01,4678.732857142857,4619.839666666667,24.072958364333008,10,4,274,40,720.5763412928012,23.683060706607687,25.259758293199063,Rising
Cotton,Haryana,Wholesale Market,2025-10-01,3751.21,3751.21,3376.09,4126.33,2025-10-01,4600.385714285714,4550.98,-35.17643602681966,10,4,274,40,700.6586228783553,-18.45879382784673,-17.573577559119126,Falling
Cotton,Uttar Pradesh,Mandi,2025-10-02,5769.04,5769.04,5192.13,6345.94,2025-10-02,4741.668571428571,4604.552,53.79144329429704,10,4,275,40,730.6804869595521,21.66687555435579,25.289930486179774,Rising
Cotton,Tamil Nadu,Mandi,2025-10-03,4668.92,4668.92,4202.02,5135.81,2025-10-03,4679.668571428571,4618.254333333333,-19.06937722740698,10,4,276,40,727.8033457186051,-0.22968659563192165,1.0970739809840147,Falling
Cotton,Tamil Nadu,APMC Market,2025-10-06,4081.69,4081.69,3673.52,4489.86,2025-10-06,4729.285714285715,4614.811,-12.577426899582777,10,4,279,41,730.1643933004356,-13.693309167799434,-11.552390769632812,Falling
Cotton,Punjab,Mandi,2025-10-07,5809.28,5809.28,5228.35,6390.2,2025-10-07,4932.995714285715,4624.255,42.32536032868737,10,4,280,41,744.0557360878098,17.763734989199534,25.62629007267116,Rising
Cotton,Uttar Pradesh,Wholesale Market,2025-10-10,4128.71,4128.71,3715.84,4541.58,2025-10-10,4856.521428571429,4639.153666666666,-28.9290583342514,10,4,283,41,728.8521745418393,-14.986270302229855,-11.002948023349937,Falling
Cotton,Haryana,APMC Market,2025-10-12,4162.2,4162.2,3745.98,4578.42,2025-10-12,4624.435714285714,4588.054666666667,0.8111492451637448,10,4,285,41,705.6305653406664,-9.995505243110747,-9.28181326522992,Stable
Cotton,Punjab,Agricultural Market,2025-10-14,4704.01,4704.01,4233.61,5174.41,2025-10-14,4760.550000000001,4627.826666666667,13.017394647061664,10,4,287,42,675.8173017110126,-1.1876778943609638,1.6462010965550438,Rising
Cotton,Tamil Nadu,Agricultural Market,2025-10-14,4735.4,4735.4,4261.86,5208.94,2025-10-14,4612.887142857143,4648.308999999999,0.6673030031823846,10,4,287,42,669.2039466841077,2.6558823866428787,1.8736060791139393,Stable
Cotton,Karnataka,Mandi,2025-10-18,4652.9,4652.9,4187.61,5118.19,2025-10-18,4610.598571428572,4625.592666666666,-1.7421970688854205,10,4,291,42,656.5588643984862,0.9174823597431757,0.5903531785260208,Stable
Cotton,Haryana,Agricultural Market,2025-10-18,4898.0,4898.0,4408.2,5387.8,2025-10-18,4727.214285714285,4612.495,5.267682520578565,10,4,291,42,646.6732440397519,3.6128193892507,6.189817007931719,Rising
Cotton,Tamil Nadu,Mandi,2025-10-19,4400.21,4400.21,3960.19,4840.23,2025-10-19,4525.918571428571,4583.626,-10.163127807268268,10,4,292,42,635.7192443730227,-2.777526140707661,-4.001548119327366,Falling
Cotton,Uttar Pradesh,Wholesale Market,2025-10-19,4207.12,4207.12,3786.41,4627.83,2025-10-19,4537.12,4587.3476666666675,-4.388199654107416,10,4,292,42,633.0842602288736,-7.273336389603978,-8.288616740988257,Falling
Cotton,Karnataka,Agricultural Market,2025-10-20,5328.54,5328.54,4795.68,5861.39,2025-10-20,4703.74,4610.854333333334,26.65528912890529,10,4,293,43,647.3971349935185,13.283047107195555,15.565134241571855,Rising
Cotton,Haryana,APMC Market,2025-10-25,5314.29,5314.29,4782.86,5845.72,2025-10-25,4790.922857142857,4645.607,-0.26742785078088804,10,4,298,43,656.4832871951515,10.924140472786942,14.393877915200317,Stable
Cotton,Haryana,APMC Market,2025-10-26,5775.01,5775.01,5197.5,6352.51,2025-10-26,4939.438571428572,4661.933666666667,8.669455374095136,10,4,299,43,678.6548872102579,16.916323919982805,23.87585094339609,Rising
Cotton,Karnataka,APMC Market,2025-10-26,3982.44,3982.44,3584.2,4380.69,2025-10-26,4843.658571428571,4668.930000000001,-31.04011941104864,10,4,299,43,670.1991751865186,-17.780331927371304,-14.70336886609996,Falling
Cotton,Karnataka,Agricultural Market,2025-10-26,4171.03,4171.03,3753.93,4588.13,2025-10-26,4739.805714285714,4672.402333333333,4.735539016281476,10,4,299,43,667.2355606979332,-11.99997950488628,-10.730504300892475,Rising
Cotton,Maharashtra,Wholesale Market,2025-10-27,5849.87,5849.87,5264.89,6434.86,2025-10-27,4946.900000000001,4698.204,40.25001018932974,10,4,300,44,697.6464874606673,18.253249509794,24.51289897160703,Rising
Cotton,Karnataka,Agricultural Market,2025-11-01,5847.01,5847.01,5262.31,6431.71,2025-11-01,5181.169999999999,4755.392666666667,-0.04888997533277761,11,4,305,44,719.5526264089058,12.851151380865733,22.955356368047568,Stable
Cotton,Karnataka,Agricultural Market,2025-11-02,5706.84,5706.84,5136.16,6277.53,2025-11-02,5235.212857142857,4799.1140000000005,-2.3972936594943373,11,4,306,44,736.5598064141349,9.00874817751988,18.91444962549336,Falling
Cotton,Punjab,APMC Market,2025-11-07,4029.67,4029.67,3626.7,4432.64,2025-11-07,5051.6957142857145,4741.870333333333,-29.38876856544077,11,4,311,45,727.0246189043316,-20.231339575650274,-15.019397057883838,Falling
Cotton,Haryana,APMC Market,2025-11-07,3722.07,3722.07,3349.87,4094.28,2025-11-07,4758.418571428571,4748.219666666667,-7.633379408239382,11,4,311,45,716.8509658965257,-21.77926459961337,-21.611250925697835,Falling
