date,commodity,state,market,modal_price,price_7day_avg,price_30day_avg,price_change_pct,volatility
2025-08-07,Cotton,Haryana,Wholesale Market,5374.54,4650.901428571428,4796.705666666666,13.182999406133256,750.1459857446754
2025-08-08,Cotton,Maharashtra,APMC Market,4337.42,4706.128571428571,4797.812000000001,-19.29690727020359,749.4187476391978
2025-08-10,Cotton,Tamil Nadu,APMC Market,4804.4,4666.225714285714,4767.033666666667,10.766308081762888,728.5806907220287
2025-08-12,Cotton,Karnataka,Mandi,5356.34,4846.832857142857,4751.985333333333,11.488219132461918,710.7882827257565
2025-08-12,Cotton,Haryana,Mandi,4523.44,4930.494285714286,4744.407999999999,-15.549797062919836,712.0124100884759
2025-08-13,Cotton,Tamil Nadu,Agricultural Market,4362.96,4786.805714285714,4741.269666666666,-3.547742426118161,713.5282768312803
2025-08-19,Cotton,Maharashtra,APMC Market,4675.73,4776.404285714286,4758.963333333333,7.16875699066688,704.7578699164667
2025-08-19,Cotton,Karnataka,Mandi,5583.15,4806.205714285715,4824.259999999999,19.407023074471795,686.5110611008341
2025-08-19,Cotton,Haryana,Wholesale Market,5326.01,4947.432857142857,4852.366,-4.605643767407274,689.3051442280918
2025-08-19,Cotton,Punjab,Wholesale Market,4084.51,4844.591428571429,4862.385333333334,-23.310132725999388,675.2813363471928
2025-08-19,Cotton,Uttar Pradesh,Agricultural Market,3917.79,4639.084285714286,4828.625,-4.081762561482294,696.7301934912924
2025-08-20,Cotton,Haryana,Mandi,3963.66,4559.115714285715,4814.627,1.1708131369981611,710.0702926260188
2025-08-21,Cotton,Punjab,APMC Market,5158.93,4672.825714285714,4791.865666666666,30.155714667756573,686.5650196031281
2025-08-22,Cotton,Haryana,Mandi,5701.76,4819.401428571429,4837.693,10.522143157592744,700.2098637632715
2025-08-24,Cotton,Maharashtra,Agricultural Market,5599.86,4821.788571428572,4834.750333333333,-1.7871674710966512,696.6892248216874
2025-08-25,Cotton,Punjab,Mandi,3714.12,4591.518571428571,4835.231666666668,-33.674770440689585,695.8824993814706
2025-08-27,Cotton,Haryana,Wholesale Market,3593.55,4521.381428571428,4760.767999999999,-3.2462602177635524,705.501345380569
2025-08-27,Cotton,Punjab,Wholesale Market,5817.0,4792.697142857142,4762.535999999999,61.873356430270896,708.1634911545058
2025-08-27,Cotton,Karnataka,Agricultural Market,4161.88,4821.0142857142855,4733.411999999999,-28.453154547017355,714.484329040279
2025-08-28,Cotton,Maharashtra,Wholesale Market,4257.85,4692.288571428571,4751.886,2.305929051294142,693.8055333453962
2025-08-28,Cotton,Karnataka,Mandi,4184.99,4475.607142857143,4734.553666666666,-1.7111922683983871,701.4707248517382
2025-08-29,Cotton,Punjab,Wholesale Market,5525.96,4465.05,4753.981,32.04237047161405,715.3795048896822
2025-08-31,Cotton,Uttar Pradesh,Agricultural Market,3681.75,4460.425714285715,4689.660666666666,-33.373567669689976,722.346145264755
2025-09-03,Cotton,Uttar Pradesh,APMC Market,5695.17,4760.657142857142,4686.151333333333,54.68649419433693,716.9995255023358
2025-09-05,Cotton,Karnataka,Wholesale Market,3510.85,4431.207142857143,4671.485333333333,-38.35390339533325,736.7857565769799
2025-09-05,Cotton,Karnataka,Mandi,4120.93,4425.357142857143,4639.392333333333,17.376988478573587,739.1751977696599
2025-09-06,Cotton,Tamil Nadu,APMC Market,5334.39,4579.148571428572,4680.802333333334,29.446265770105292,742.2486219435684
2025-09-08,Cotton,Uttar Pradesh,Wholesale Market,5290.93,4737.14,4725.906333333333,-0.8147135848709963,736.6336413221101
2025-09-09,Cotton,Punjab,Mandi,5266.28,4700.042857142857,4722.489666666666,-0.4658916296379045,733.7812194920195
2025-09-09,Cotton,Punjab,Agricultural Market,4095.47,4759.145714285715,4700.720666666666,-22.232201857857916,742.6158292560219
2025-09-10,Cotton,Uttar Pradesh,Mandi,4623.34,4606.027142857143,4675.680666666667,12.889118953380208,731.6965418567027
2025-09-13,Cotton,Haryana,Wholesale Market,4271.71,4714.721428571429,4673.490333333333,-7.605540583214731,732.8414973215127
2025-09-14,Cotton,Karnataka,Wholesale Market,5285.21,4881.047142857143,4689.517333333334,23.72586154022629,741.0151660597606
2025-09-15,Cotton,Tamil Nadu,Wholesale Market,3772.55,4657.927142857143,4636.724333333334,-28.620622453980072,748.2523179852034
2025-09-15,Cotton,Haryana,Agricultural Market,4066.86,4483.06,4621.505,7.8013545214775215,755.2466503880794
2025-09-17,Cotton,Haryana,APMC Market,5075.82,4455.851428571428,4645.267000000001,24.809312344167232,758.0406960149486
2025-09-17,Cotton,Maharashtra,Mandi,4131.35,4460.977142857142,4627.121,-18.60723981543868,763.7802892389932
2025-09-17,Cotton,Punjab,Agricultural Market,4395.2,4428.385714285714,4587.522666666668,6.386532247328347,743.018184164789
2025-09-18,Cotton,Tamil Nadu,Mandi,5746.98,4639.138571428571,4601.554999999999,30.7558245358573,761.1985832916221
2025-09-18,Cotton,Haryana,APMC Market,3531.59,4388.621428571429,4583.124333333332,-38.54876822261431,780.5960167129736
2025-09-23,Cotton,Haryana,Agricultural Market,4299.64,4463.92,4595.852666666668,21.74799452937628,772.4436677594097
2025-09-23,Cotton,Maharashtra,APMC Market,4780.06,4565.805714285714,4623.066000000001,11.173493594812587,763.7352670178958
2025-09-23,Cotton,Uttar Pradesh,Mandi,5102.92,4569.677142857143,4621.199,6.754308523323971,762.4475165356495
2025-09-27,Cotton,Uttar Pradesh,Agricultural Market,3734.37,4512.965714285714,4555.619333333334,-26.81895855706145,750.822378296801
2025-09-27,Cotton,Karnataka,Wholesale Market,4383.31,4511.267142857143,4515.067666666667,17.377496070287645,724.8831505154915
2025-09-29,Cotton,Haryana,Wholesale Market,4664.03,4356.56,4546.731333333333,6.404292646424725,709.2688526184644
2025-10-01,Cotton,Haryana,Mandi,5786.8,4678.732857142857,4619.839666666667,24.072958364333008,720.5763412928012
2025-10-01,Cotton,Haryana,Wholesale Market,3751.21,4600.385714285714,4550.98,-35.17643602681966,700.6586228783553
2025-10-02,Cotton,Uttar Pradesh,Mandi,5769.04,4741.668571428571,4604.552,53.79144329429704,730.6804869595521
2025-10-03,Cotton,Tamil Nadu,Mandi,4668.92,4679.668571428571,4618.254333333333,-19.06937722740698,727.8033457186051
2025-10-06,Cotton,Tamil Nadu,APMC Market,4081.69,4729.285714285715,4614.811,-12.577426899582775,730.1643933004356
2025-10-07,Cotton,Punjab,Mandi,5809.28,4932.995714285715,4624.255,42.32536032868737,744.0557360878098
2025-10-10,Cotton,Uttar Pradesh,Wholesale Market,4128.71,4856.521428571429,4639.153666666666,-28.9290583342514,728.8521745418393
2025-10-12,Cotton,Haryana,APMC Market,4162.2,4624.435714285714,4588.054666666667,0.8111492451637448,705.6305653406664
2025-10-14,Cotton,Punjab,Agricultural Market,4704.01,4760.550000000001,4627.826666666667,13.017394647061664,675.8173017110126
2025-10-14,Cotton,Tamil Nadu,Agricultural Market,4735.4,4612.887142857143,4648.308999999999,0.6673030031823846,669.2039466841077
2025-10-18,Cotton,Karnataka,Mandi,4652.9,4610.598571428572,4625.592666666666,-1.7421970688854205,656.5588643984862
2025-10-18,Cotton,Haryana,Agricultural Market,4898.0,4727.214285714285,4612.495,5.267682520578565,646.6732440397519
2025-10-19,Cotton,Tamil Nadu,Mandi,4400.21,4525.918571428571,4583.626,-10.163127807268268,635.7192443730227
2025-10-19,Cotton,Uttar Pradesh,Wholesale Market,4207.12,4537.12,4587.347666666668,-4.388199654107416,633.0842602288736
2025-10-20,Cotton,Karnataka,Agricultural Market,5328.54,4703.74,4610.854333333334,26.65528912890529,647.3971349935185
2025-10-25,Cotton,Haryana,APMC Market,5314.29,4790.922857142857,4645.607,-0.267427850780888,656.4832871951515
2025-10-26,Cotton,Haryana,APMC Market,5775.01,4939.438571428572,4661.933666666667,8.669455374095136,678.6548872102579
2025-10-26,Cotton,Karnataka,APMC Market,3982.44,4843.658571428571,4668.930000000001,-31.04011941104864,670.1991751865186
2025-10-26,Cotton,Karnataka,Agricultural Market,4171.03,4739.805714285714,4672.402333333333,4.735539016281476,667.2355606979332
2025-10-27,Cotton,Maharashtra,Wholesale Market,5849.87,4946.900000000001,4698.204,40.25001018932974,697.6464874606673
2025-11-01,Cotton,Karnataka,Agricultural Market,5847.01,5181.169999999999,4755.392666666667,-0.0488899753327776,719.5526264089058
2025-11-02,Cotton,Karnataka,Agricultural Market,5706.84,5235.212857142857,4799.1140000000005,-2.3972936594943373,736.5598064141349
2025-11-07,Cotton,Punjab,APMC Market,4029.67,5051.6957142857145,4741.870333333333,-29.38876856544077,727.0246189043316
2025-11-07,Cotton,Haryana,APMC Market,3722.07,4758.418571428571,4748.219666666667,-7.633379408239382,716.8509658965257
2025-11-09,Cotton,Maharashtra,Agricultural Market,3980.65,4758.162857142857,4737.586666666667,6.947209482895267,726.041025891899
2025-11-09,Cotton,Haryana,APMC Market,4663.89,4828.571428571428,4733.714333333334,17.164030999962332,726.1164752376918
2025-11-10,Cotton,Karnataka,Mandi,5570.72,4788.692857142858,4749.307666666667,19.44364039460622,739.223265073146
2025-11-16,Cotton,Punjab,Wholesale Market,4646.69,4617.218571428572,4779.718333333334,-16.58726340580752,714.3786229767044
2025-11-16,Cotton,Karnataka,Agricultural Market,4527.01,4448.671428571429,4784.508333333333,-2.5755968226845227,712.1071525341043
2025-11-17,Cotton,Karnataka,Agricultural Market,4342.72,4493.392857142857,4773.798,-4.0708988935301615,716.385127338448
2025-11-18,Cotton,Tamil Nadu,APMC Market,5491.74,4746.202857142857,4763.962666666667,26.458532901038968,703.9148537700858
2025-11-18,Cotton,Haryana,APMC Market,4900.24,4877.572857142857,4802.263666666667,-10.770721119353798,677.680681317477
2025-11-21,Cotton,Maharashtra,APMC Market,5295.66,4967.825714285714,4786.484333333333,8.069400682415552,659.6654301244416
2025-11-21,Cotton,Maharashtra,APMC Market,4020.55,4746.372857142857,4764.872,-24.07839627166396,674.1128820155498
2025-11-22,Cotton,Maharashtra,Mandi,3893.07,4638.7128571428575,4758.584666666667,-3.1707104749350234,681.5431860363976
2025-11-22,Cotton,Maharashtra,Agricultural Market,5319.16,4751.877142857143,4742.247333333334,36.63150161697579,661.0547759031531
2025-11-23,Cotton,Maharashtra,Wholesale Market,5400.37,4902.97,4784.636,1.5267448243707626,661.1276286279168
2025-11-24,Cotton,Punjab,APMC Market,3699.52,4646.938571428572,4769.213333333333,-31.49506422708074,681.2391574250526
2025-11-24,Cotton,Tamil Nadu,Agricultural Market,5037.49,4666.545714285714,4780.329333333333,36.16604316235619,682.8573544732174
2025-05-28,Onion,Maharashtra,APMC Market,29.21,29.21,29.21,0.0,0.0
2025-05-28,Onion,Haryana,Agricultural Market,28.7,28.955,28.955,-1.745977404998289,0.360624458405139
2025-05-29,Onion,Uttar Pradesh,Mandi,20.38,26.096666666666664,26.096666666666664,-28.98954703832752,4.957341357354093
2025-06-01,Onion,Uttar Pradesh,Wholesale Market,26.03,26.08,26.08,27.72325809617273,4.047789520219646
2025-06-01,Onion,Uttar Pradesh,Mandi,26.18,26.1,26.1,0.5762581636573172,3.505773809018488
2025-06-03,Onion,Karnataka,APMC Market,27.15,26.275,26.275,3.705118411000763,3.164823849758466
2025-06-05,Onion,Haryana,Wholesale Market,27.84,26.49857142857143,26.49857142857143,2.541436464088398,2.949007904202296
2025-06-05,Onion,Punjab,Agricultural Market,31.17,26.77857142857143,27.0825,11.961206896551737,3.1909324655968514
2025-06-06,Onion,Tamil Nadu,Agricultural Market,25.93,26.382857142857144,26.954444444444444,-16.811036252807188,3.009464699540066
2025-06-09,Onion,Punjab,Agricultural Market,19.67,26.28142857142857,26.226,-24.1419205553413,3.6547053384795753
2025-06-09,Onion,Uttar Pradesh,APMC Market,27.98,26.56,26.385454545454547,42.24707676664971,3.507259225196688
2025-06-10,Onion,Tamil Nadu,Wholesale Market,29.79,27.075714285714287,26.669166666666666,6.46890636168691,3.48547233875732
2025-06-11,Onion,Tamil Nadu,Wholesale Market,19.84,26.03142857142857,26.143846153846155,-33.40046995636119,3.837139860324654
2025-06-13,Onion,Uttar Pradesh,Agricultural Market,25.11,25.64142857142857,26.07,26.5625,3.6969446844658087
2025-06-14,Onion,Maharashtra,Mandi,22.26,24.368571428571432,25.816,-11.350059737156505,3.695794521189881
2025-06-17,Onion,Punjab,Mandi,23.42,24.01,25.66625,5.211141060197666,3.620373599505995
2025-06-18,Onion,Maharashtra,Mandi,21.16,24.222857142857144,25.40117647058824,-9.649871904355257,3.6718385761647743
2025-06-19,Onion,Haryana,Agricultural Market,32.27,24.835714285714285,25.78277777777778,52.504725897920615,3.912859350993029
2025-06-19,Onion,Maharashtra,Agricultural Market,24.38,24.062857142857144,25.70894736842105,-24.44995351719864,3.8162094263765063
2025-06-21,Onion,Haryana,Agricultural Market,24.85,24.77857142857143,25.666000000000004,1.9278096800656288,3.719387895311468
2025-06-21,Onion,Uttar Pradesh,Wholesale Market,27.31,25.092857142857145,25.744285714285716,9.899396378269598,3.642918570910653
2025-06-22,Onion,Tamil Nadu,Mandi,31.18,26.367142857142856,25.991363636363637,14.170633467594286,3.7392452707471855
2025-06-22,Onion,Haryana,Wholesale Market,19.0,25.735714285714288,25.687391304347823,-39.06350224502887,3.933394575347799
2025-06-24,Onion,Tamil Nadu,APMC Market,30.32,27.044285714285717,25.880416666666665,59.57894736842106,3.961455023826107
2025-06-27,Onion,Tamil Nadu,Mandi,24.33,25.91,25.8184,-19.75593667546175,3.890423798679693
2025-06-27,Onion,Punjab,APMC Market,21.06,25.435714285714287,25.635384615384616,-13.440197287299627,3.924390633735873
2025-06-28,Onion,Haryana,Wholesale Market,28.38,25.94,25.73703703703704,34.75783475783476,3.88426293851209
2025-06-28,Onion,Haryana,Wholesale Market,19.58,24.835714285714285,25.517142857142854,-31.00775193798449,3.985297848567776
2025-06-29,Onion,Tamil Nadu,Agricultural Market,29.9,24.65285714285714,25.668275862068967,52.70684371807968,3.997218737505865
2025-07-01,Onion,Karnataka,APMC Market,29.89,26.208571428571425,25.809,-0.0334448160535072,4.002611518186251
2025-07-03,Onion,Karnataka,APMC Market,24.62,25.39428571428571,25.656,-17.63131482101037,3.955575375558421
2025-07-03,Onion,Karnataka,Agricultural Market,24.25,25.38285714285714,25.50766666666667,-1.502843216896832,3.920773747821876
2025-07-05,Onion,Uttar Pradesh,Agricultural Market,30.54,26.737142857142857,25.84633333333333,25.938144329896893,3.901335300437119
2025-07-07,Onion,Karnataka,Wholesale Market,23.28,26.00857142857143,25.754666666666665,-23.772102161100197,3.929079679318909
2025-07-08,Onion,Maharashtra,Wholesale Market,27.86,27.19142857142857,25.81066666666667,19.67353951890034,3.947280978906465
2025-07-08,Onion,Tamil Nadu,APMC Market,20.3,25.82,25.58233333333333,-27.135678391959797,4.063544132840227
2025-07-10,Onion,Maharashtra,APMC Market,22.02,24.695714285714285,25.38833333333333,8.472906403940872,4.090878906773587
2025-07-14,Onion,Maharashtra,Mandi,25.04,24.755714285714287,25.184,13.7148047229791,3.942537778884437
2025-07-15,Onion,Punjab,Mandi,17.6,23.805714285714288,24.906333333333333,-29.71246006389776,4.174686016137421
2025-07-16,Onion,Maharashtra,Agricultural Market,23.93,22.86142857142857,25.048333333333336,35.965909090909086,4.061345185113385
2025-07-16,Onion,Uttar Pradesh,Wholesale Market,27.79,23.505714285714284,25.042,16.130380275804423,4.056761405782731
2025-07-16,Onion,Haryana,APMC Market,31.78,24.06571428571429,25.10833333333333,14.35768261964736,4.152220912445185
2025-07-18,Onion,Haryana,APMC Market,26.42,24.94,25.32766666666667,-16.865953429830082,4.036510684458438
2025-07-19,Onion,Maharashtra,Agricultural Market,25.19,25.392857142857142,25.33033333333333,-4.655563966691901,4.036388350932085
2025-07-23,Onion,Punjab,Agricultural Market,23.64,25.192857142857143,25.37633333333333,-6.1532354108773335,4.0079545762218265
2025-07-23,Onion,Uttar Pradesh,Wholesale Market,20.39,25.59142857142857,25.27533333333333,-13.747884940778343,4.096161140867633
2025-07-24,Onion,Maharashtra,Agricultural Market,27.83,26.148571428571422,25.497666666666664,36.48847474252084,4.045793629432182
2025-07-25,Onion,Uttar Pradesh,Agricultural Market,31.84,26.72714285714286,25.48333333333333,14.408911246855926,4.02166317742345
2025-07-26,Onion,Maharashtra,APMC Market,18.66,24.852857142857143,25.292666666666666,-41.39447236180904,4.207093298583775
2025-07-29,Onion,Karnataka,APMC Market,31.22,25.53857142857143,25.505,67.30975348338693,4.342548711338173
2025-08-01,Onion,Punjab,Mandi,23.4,25.282857142857143,25.374666666666663,-25.04804612427931,4.34518182099107
2025-08-02,Onion,Haryana,Wholesale Market,27.89,25.89,25.265,19.18803418803421,4.233697943389688
2025-08-03,Onion,Punjab,Agricultural Market,20.97,25.97285714285714,25.33066666666667,-24.811760487629986,4.147575888049119
2025-08-04,Onion,Tamil Nadu,Wholesale Market,32.4,26.625714285714285,25.4,54.50643776824033,4.249977687568205
2025-08-05,Onion,Uttar Pradesh,Mandi,28.36,26.128571428571423,25.534333333333333,-12.469135802469133,4.278584750973664
2025-08-06,Onion,Karnataka,APMC Market,19.83,26.295714285714286,25.49333333333333,-30.07757404795487,4.328540674155216
2025-08-06,Onion,Tamil Nadu,APMC Market,26.59,25.634285714285717,25.433666666666667,34.08976298537569,4.299617852572588
2025-08-06,Onion,Maharashtra,Wholesale Market,29.21,26.464285714285715,25.754666666666665,9.853328318916898,4.205984023887324
2025-08-07,Onion,Tamil Nadu,APMC Market,24.19,25.935714285714287,25.56433333333333,-17.1858952413557,4.140616048895118
2025-08-07,Onion,Uttar Pradesh,Mandi,19.37,25.70714285714286,25.213666666666665,-19.92558908639934,4.206586365519518
2025-08-09,Onion,Tamil Nadu,APMC Market,21.18,24.104285714285712,25.099,9.344346928239531,4.269738221806885
2025-08-10,Onion,Punjab,Wholesale Market,24.34,23.53,25.102,14.919735599622296,4.2691527060514245
2025-08-12,Onion,Haryana,Wholesale Market,26.83,24.53,24.97833333333333,10.230073952341812,4.158496150038504
2025-08-13,Onion,Uttar Pradesh,Agricultural Market,22.75,23.981428571428573,24.960666666666665,-15.206857994781952,4.1670769820958
2025-08-16,Onion,Tamil Nadu,APMC Market,18.98,22.52,24.664666666666665,-16.57142857142857,4.268186834075414
2025-08-20,Onion,Karnataka,Mandi,24.13,22.51142857142857,24.79233333333333,27.13382507903055,4.189690699910859
2025-08-22,Onion,Maharashtra,Wholesale Market,27.17,23.625714285714285,24.964,12.598425196850416,4.177671022521255
2025-08-22,Onion,Haryana,APMC Market,22.92,23.874285714285715,24.89333333333333,-15.642252484357744,4.194238522259933
2025-08-22,Onion,Uttar Pradesh,Mandi,26.06,24.12,25.17533333333333,13.699825479930183,3.965107063244132
2025-08-25,Onion,Tamil Nadu,Mandi,32.13,24.877142857142854,25.448666666666664,23.29240214888719,4.1544133021471845
2025-08-25,Onion,Karnataka,Agricultural Market,24.23,25.08857142857143,25.33,-24.587612822906944,4.136032581743208
2025-08-26,Onion,Punjab,APMC Market,18.21,24.97857142857143,24.877666666666663,-24.845233182005774,4.148327193670616
2025-08-27,Onion,Punjab,Agricultural Market,26.59,25.33,24.883333333333333,46.01867105985722,4.150622166352424
2025-08-31,Onion,Maharashtra,Mandi,22.36,24.642857142857142,24.789,-15.908236179014668,4.175496955763014
2025-09-01,Onion,Punjab,Mandi,31.4,25.85428571428572,25.047666666666668,40.42933810375671,4.33902236194644
2025-09-04,Onion,Uttar Pradesh,Mandi,32.39,26.75857142857143,25.44766666666667,3.1528662420382325,4.446627302553711
2025-09-05,Onion,Karnataka,Mandi,25.3,25.782857142857143,25.363333333333333,-21.88947205927756,4.423819798454205
2025-09-06,Onion,Maharashtra,APMC Market,25.19,25.92,25.141666666666666,-0.4347826086956496,4.251344682473465
2025-09-06,Onion,Uttar Pradesh,Wholesale Market,21.63,26.408571428571427,25.240666666666662,-14.132592298531176,4.127994364248136
2025-09-07,Onion,Uttar Pradesh,Agricultural Market,25.14,26.20142857142857,25.038,16.227461858529836,3.9705609783453295
2025-09-09,Onion,Tamil Nadu,Wholesale Market,29.58,27.232857142857146,25.244000000000003,17.66109785202863,4.04231463226292
2025-09-09,Onion,Punjab,Wholesale Market,24.95,26.31142857142857,25.146,-15.6524678837052,4.0114745762452575
2025-09-11,Onion,Karnataka,Wholesale Market,19.84,24.518571428571427,25.10833333333333,-20.48096192384769,4.057084126462675
2025-09-13,Onion,Haryana,Wholesale Market,26.07,24.62857142857143,24.89733333333333,31.401209677419352,3.822613236259062
2025-09-14,Onion,Tamil Nadu,Agricultural Market,28.1,25.044285714285717,24.888666666666666,7.786728039892599,3.8147786425891104
2025-09-16,Onion,Maharashtra,Mandi,17.8,24.497142857142855,24.821,-36.65480427046264,3.924042909885248
2025-09-18,Onion,Haryana,Agricultural Market,27.2,24.79142857142857,24.84133333333333,52.80898876404494,3.935090353721756
2025-09-19,Onion,Punjab,APMC Market,22.9,23.837142857142855,24.631,-15.808823529411764,3.861478500120975
2025-09-20,Onion,Maharashtra,APMC Market,17.77,22.81142857142857,24.417000000000005,-22.401746724890824,4.059575440685967
2025-09-21,Onion,Uttar Pradesh,Wholesale Market,26.5,23.762857142857143,24.65466666666667,49.12774338773214,3.961437159392545
2025-09-21,Onion,Tamil Nadu,APMC Market,28.81,24.154285714285717,24.909,8.716981132075464,3.9755696620649257
